date,open,high,low,close,volume
2024-04-17,27.21280029296875,27.21280029296875,27.21280029296875,27.21280029296875,0
2024-04-18,27.21260009765625,27.21260009765625,27.21260009765625,27.21260009765625,0
2024-04-19,26.9927001953125,26.9927001953125,26.9927001953125,26.9927001953125,0
2024-04-22,26.50949951171875,26.50949951171875,26.50949951171875,26.50949951171875,0
2024-04-23,25.7256005859375,25.7256005859375,25.7256005859375,25.7256005859375,0
2024-04-24,25.92139892578125,25.92139892578125,25.92139892578125,25.92139892578125,0
2024-04-25,26.15550048828125,26.15550048828125,26.15550048828125,26.15550048828125,0
2024-04-26,26.40389892578125,26.40389892578125,26.40389892578125,26.40389892578125,0
2024-04-29,26.16929931640625,26.16929931640625,26.16929931640625,26.16929931640625,0
2024-04-30,25.476201171875,25.476201171875,25.476201171875,25.476201171875,0
2024-05-01,25.30860107421875,25.30860107421875,25.30860107421875,25.30860107421875,0
2024-05-02,25.07429931640625,25.07429931640625,25.07429931640625,25.07429931640625,0
2024-05-03,25.32739990234375,25.32739990234375,25.32739990234375,25.32739990234375,0
2024-05-07,26.05330078125,26.05330078125,26.05330078125,26.05330078125,0
2024-05-08,26.02929931640625,26.02929931640625,26.02929931640625,26.02929931640625,0
2024-05-09,26.4018994140625,26.4018994140625,26.4018994140625,26.4018994140625,0
2024-05-10,27.37179931640625,27.37179931640625,27.37179931640625,27.37179931640625,0
2024-05-13,26.87919921875,26.87919921875,26.87919921875,26.87919921875,0
2024-05-14,27.17050048828125,27.17050048828125,27.17050048828125,27.17050048828125,0
2024-05-15,27.53830078125,27.53830078125,27.53830078125,27.53830078125,0
2024-05-16,28.35530029296875,28.35530029296875,28.35530029296875,28.35530029296875,0
2024-05-17,28.36469970703125,28.36469970703125,28.36469970703125,28.36469970703125,0
2024-05-20,30.38550048828125,30.38550048828125,30.38550048828125,30.38550048828125,0
2024-05-21,30.23239990234375,30.23239990234375,30.23239990234375,30.23239990234375,0
2024-05-22,30.40429931640625,30.40429931640625,30.40429931640625,30.40429931640625,0
2024-05-23,29.18570068359375,29.18570068359375,29.18570068359375,29.18570068359375,0
2024-05-24,29.23330078125,29.23330078125,29.23330078125,29.23330078125,0
2024-05-28,30.15489990234375,30.15489990234375,30.15489990234375,30.15489990234375,0
2024-05-29,30.589599609375,30.589599609375,30.589599609375,30.589599609375,0
2024-05-30,30.11639892578125,30.11639892578125,30.11639892578125,30.11639892578125,0
2024-05-31,29.8772998046875,29.8772998046875,29.8772998046875,29.8772998046875,0
2024-06-03,29.021201171875,29.021201171875,29.021201171875,29.021201171875,0
2024-06-04,28.3856005859375,28.3856005859375,28.3856005859375,28.3856005859375,0
2024-06-05,28.29469970703125,28.29469970703125,28.29469970703125,28.29469970703125,0
2024-06-06,28.94909912109375,28.94909912109375,28.94909912109375,28.94909912109375,0
2024-06-07,28.9202001953125,28.9202001953125,28.9202001953125,28.9202001953125,0
2024-06-10,28.36080078125,28.36080078125,28.36080078125,28.36080078125,0
2024-06-11,27.94489990234375,27.94489990234375,27.94489990234375,27.94489990234375,0
2024-06-12,28.073798828125,28.073798828125,28.073798828125,28.073798828125,0
2024-06-13,27.9397998046875,27.9397998046875,27.9397998046875,27.9397998046875,0
2024-06-14,27.9110009765625,27.9110009765625,27.9110009765625,27.9110009765625,0
2024-06-17,27.9343994140625,27.9343994140625,27.9343994140625,27.9343994140625,0
2024-06-18,27.83389892578125,27.83389892578125,27.83389892578125,27.83389892578125,0
2024-06-19,28.16340087890625,28.16340087890625,28.16340087890625,28.16340087890625,0
2024-06-20,28.88469970703125,28.88469970703125,28.88469970703125,28.88469970703125,0
2024-06-21,29.080400390625,29.080400390625,29.080400390625,29.080400390625,0
2024-06-24,28.243798828125,28.243798828125,28.243798828125,28.243798828125,0
2024-06-25,28.243701171875,28.243701171875,28.243701171875,28.243701171875,0
2024-06-26,27.55080078125,27.55080078125,27.55080078125,27.55080078125,0
2024-06-27,27.58409912109375,27.58409912109375,27.58409912109375,27.58409912109375,0
2024-06-28,28.06169921875,28.06169921875,28.06169921875,28.06169921875,0
2024-07-01,27.9418994140625,27.9418994140625,27.9418994140625,27.9418994140625,0
2024-07-02,28.00389892578125,28.00389892578125,28.00389892578125,28.00389892578125,0
2024-07-03,28.78719970703125,28.78719970703125,28.78719970703125,28.78719970703125,0
2024-07-04,28.982900390625,28.982900390625,28.982900390625,28.982900390625,0
2024-07-05,29.21679931640625,29.21679931640625,29.21679931640625,29.21679931640625,0
2024-07-08,29.6081005859375,29.6081005859375,29.6081005859375,29.6081005859375,0
2024-07-09,29.67,29.67,29.67,29.67,0
2024-07-10,29.5552001953125,29.5552001953125,29.5552001953125,29.5552001953125,0
2024-07-11,29.6314990234375,29.6314990234375,29.6314990234375,29.6314990234375,0
2024-07-12,29.34949951171875,29.34949951171875,29.34949951171875,29.34949951171875,0
2024-07-15,29.3681005859375,29.3681005859375,29.3681005859375,29.3681005859375,0
2024-07-16,29.4872998046875,29.4872998046875,29.4872998046875,29.4872998046875,0
2024-07-17,29.535,29.535,29.535,29.535,0
2024-07-18,29.10969970703125,29.10969970703125,29.10969970703125,29.10969970703125,0
2024-07-19,27.805400390625,27.805400390625,27.805400390625,27.805400390625,0
2024-07-22,27.76679931640625,27.76679931640625,27.76679931640625,27.76679931640625,0
2024-07-23,27.757099609375,27.757099609375,27.757099609375,27.757099609375,0
2024-07-24,27.98139892578125,27.98139892578125,27.98139892578125,27.98139892578125,0
2024-07-25,26.7393994140625,26.7393994140625,26.7393994140625,26.7393994140625,0
2024-07-26,26.51469970703125,26.51469970703125,26.51469970703125,26.51469970703125,0
2024-07-29,26.882099609375,26.882099609375,26.882099609375,26.882099609375,0
2024-07-30,26.6335009765625,26.6335009765625,26.6335009765625,26.6335009765625,0
2024-07-31,27.28300048828125,27.28300048828125,27.28300048828125,27.28300048828125,0
2024-08-01,27.5885009765625,27.5885009765625,27.5885009765625,27.5885009765625,0
2024-08-02,27.6552001953125,27.6552001953125,27.6552001953125,27.6552001953125,0
2024-08-05,25.8922998046875,25.8922998046875,25.8922998046875,25.8922998046875,0
2024-08-06,25.8539990234375,25.8539990234375,25.8539990234375,25.8539990234375,0
2024-08-07,25.935,25.935,25.935,25.935,0
2024-08-08,25.72469970703125,25.72469970703125,25.72469970703125,25.72469970703125,0
2024-08-09,26.34070068359375,26.34070068359375,26.34070068359375,26.34070068359375,0
2024-08-12,26.71280029296875,26.71280029296875,26.71280029296875,26.71280029296875,0
2024-08-13,26.4547998046875,26.4547998046875,26.4547998046875,26.4547998046875,0
2024-08-14,26.69340087890625,26.69340087890625,26.69340087890625,26.69340087890625,0
2024-08-15,26.79360107421875,26.79360107421875,26.79360107421875,26.79360107421875,0
2024-08-16,26.874599609375,26.874599609375,26.874599609375,26.874599609375,0
2024-08-19,27.53800048828125,27.53800048828125,27.53800048828125,27.53800048828125,0
2024-08-20,28.43580078125,28.43580078125,28.43580078125,28.43580078125,0
2024-08-21,28.235,28.235,28.235,28.235,0
2024-08-22,28.239599609375,28.239599609375,28.239599609375,28.239599609375,0
2024-08-23,28.11530029296875,28.11530029296875,28.11530029296875,28.11530029296875,0
2024-08-27,28.558798828125,28.558798828125,28.558798828125,28.558798828125,0
2024-08-28,28.114599609375,28.114599609375,28.114599609375,28.114599609375,0
2024-08-29,28.1668994140625,28.1668994140625,28.1668994140625,28.1668994140625,0
2024-08-30,28.1477001953125,28.1477001953125,28.1477001953125,28.1477001953125,0
2024-09-02,27.335400390625,27.335400390625,27.335400390625,27.335400390625,0
2024-09-03,27.04389892578125,27.04389892578125,27.04389892578125,27.04389892578125,0
2024-09-04,26.81929931640625,26.81929931640625,26.81929931640625,26.81929931640625,0
2024-09-05,27.430400390625,27.430400390625,27.430400390625,27.430400390625,0
2024-09-06,27.54489990234375,27.54489990234375,27.54489990234375,27.54489990234375,0
2024-09-09,26.866298828125,26.866298828125,26.866298828125,26.866298828125,0
2024-09-10,27.1575,27.1575,27.1575,27.1575,0
2024-09-11,27.525,27.525,27.525,27.525,0
2024-09-12,27.47239990234375,27.47239990234375,27.47239990234375,27.47239990234375,0
2024-09-13,28.61830078125,28.61830078125,28.61830078125,28.61830078125,0
2024-09-16,29.52030029296875,29.52030029296875,29.52030029296875,29.52030029296875,0
2024-09-17,29.30050048828125,29.30050048828125,29.30050048828125,29.30050048828125,0
2024-09-18,29.2143994140625,29.2143994140625,29.2143994140625,29.2143994140625,0
2024-09-19,29.75860107421875,29.75860107421875,29.75860107421875,29.75860107421875,0
2024-09-20,29.9064990234375,29.9064990234375,29.9064990234375,29.9064990234375,0
2024-09-23,29.25179931640625,29.25179931640625,29.25179931640625,29.25179931640625,0
2024-09-24,29.4856005859375,29.4856005859375,29.4856005859375,29.4856005859375,0
2024-09-25,30.41179931640625,30.41179931640625,30.41179931640625,30.41179931640625,0
2024-09-26,31.01800048828125,31.01800048828125,31.01800048828125,31.01800048828125,0
2024-09-27,30.47830078125,30.47830078125,30.47830078125,30.47830078125,0
2024-09-30,29.6756005859375,29.6756005859375,29.6756005859375,29.6756005859375,0
2024-10-01,29.942900390625,29.942900390625,29.942900390625,29.942900390625,0
2024-10-02,29.97610107421875,29.97610107421875,29.97610107421875,29.97610107421875,0
2024-10-03,30.0810009765625,30.0810009765625,30.0810009765625,30.0810009765625,0
2024-10-04,30.6156005859375,30.6156005859375,30.6156005859375,30.6156005859375,0
2024-10-07,30.44320068359375,30.44320068359375,30.44320068359375,30.44320068359375,0
2024-10-08,29.87010009765625,29.87010009765625,29.87010009765625,29.87010009765625,0
2024-10-09,29.30169921875,29.30169921875,29.30169921875,29.30169921875,0
2024-10-10,29.2872998046875,29.2872998046875,29.2872998046875,29.2872998046875,0
2024-10-11,29.78840087890625,29.78840087890625,29.78840087890625,29.78840087890625,0
2024-10-14,29.84050048828125,29.84050048828125,29.84050048828125,29.84050048828125,0
2024-10-15,29.7543994140625,29.7543994140625,29.7543994140625,29.7543994140625,0
2024-10-16,30.36050048828125,30.36050048828125,30.36050048828125,30.36050048828125,0
2024-10-17,30.37469970703125,30.37469970703125,30.37469970703125,30.37469970703125,0
2024-10-18,30.67530029296875,30.67530029296875,30.67530029296875,30.67530029296875,0
2024-10-21,32.4652001953125,32.4652001953125,32.4652001953125,32.4652001953125,0
2024-10-22,32.87080078125,32.87080078125,32.87080078125,32.87080078125,0
2024-10-23,32.95179931640625,32.95179931640625,32.95179931640625,32.95179931640625,0
2024-10-24,32.59360107421875,32.59360107421875,32.59360107421875,32.59360107421875,0
2024-10-25,31.652900390625,31.652900390625,31.652900390625,31.652900390625,0
2024-10-28,31.87669921875,31.87669921875,31.87669921875,31.87669921875,0
2024-10-29,32.60219970703125,32.60219970703125,32.60219970703125,32.60219970703125,0
2024-10-30,32.49219970703125,32.49219970703125,32.49219970703125,32.49219970703125,0
2024-10-31,32.0718994140625,32.0718994140625,32.0718994140625,32.0718994140625,0
2024-11-01,31.3175,31.3175,31.3175,31.3175,0
2024-11-04,31.35510009765625,31.35510009765625,31.35510009765625,31.35510009765625,0
2024-11-05,31.17360107421875,31.17360107421875,31.17360107421875,31.17360107421875,0
2024-11-06,30.36179931640625,30.36179931640625,30.36179931640625,30.36179931640625,0
2024-11-07,29.6981005859375,29.6981005859375,29.6981005859375,29.6981005859375,0
2024-11-08,30.12280029296875,30.12280029296875,30.12280029296875,30.12280029296875,0
2024-11-11,29.89800048828125,29.89800048828125,29.89800048828125,29.89800048828125,0
2024-11-12,29.0289990234375,29.0289990234375,29.0289990234375,29.0289990234375,0
2024-11-13,29.5110009765625,29.5110009765625,29.5110009765625,29.5110009765625,0
2024-11-14,28.63239990234375,28.63239990234375,28.63239990234375,28.63239990234375,0
2024-11-15,29.27199951171875,29.27199951171875,29.27199951171875,29.27199951171875,0
2024-11-18,29.347900390625,29.347900390625,29.347900390625,29.347900390625,0
2024-11-19,29.86800048828125,29.86800048828125,29.86800048828125,29.86800048828125,0
2024-11-20,29.47159912109375,29.47159912109375,29.47159912109375,29.47159912109375,0
2024-11-21,29.65760009765625,29.65760009765625,29.65760009765625,29.65760009765625,0
2024-11-22,29.83889892578125,29.83889892578125,29.83889892578125,29.83889892578125,0
2024-11-25,29.39449951171875,29.39449951171875,29.39449951171875,29.39449951171875,0
2024-11-26,29.1556005859375,29.1556005859375,29.1556005859375,29.1556005859375,0
2024-11-27,29.1077001953125,29.1077001953125,29.1077001953125,29.1077001953125,0
2024-11-28,28.70179931640625,28.70179931640625,28.70179931640625,28.70179931640625,0
2024-11-29,29.307900390625,29.307900390625,29.307900390625,29.307900390625,0
2024-12-02,29.0735009765625,29.0735009765625,29.0735009765625,29.0735009765625,0
2024-12-03,29.50300048828125,29.50300048828125,29.50300048828125,29.50300048828125,0
2024-12-04,29.4360009765625,29.4360009765625,29.4360009765625,29.4360009765625,0
2024-12-05,29.9227001953125,29.9227001953125,29.9227001953125,29.9227001953125,0
2024-12-06,29.69820068359375,29.69820068359375,29.69820068359375,29.69820068359375,0
2024-12-09,30.19409912109375,30.19409912109375,30.19409912109375,30.19409912109375,0
2024-12-10,30.45159912109375,30.45159912109375,30.45159912109375,30.45159912109375,0
2024-12-11,30.2606005859375,30.2606005859375,30.2606005859375,30.2606005859375,0
2024-12-12,30.43219970703125,30.43219970703125,30.43219970703125,30.43219970703125,0
2024-12-13,29.33909912109375,29.33909912109375,29.33909912109375,29.33909912109375,0
2024-12-16,29.26219970703125,29.26219970703125,29.26219970703125,29.26219970703125,0
2024-12-17,28.9327001953125,28.9327001953125,28.9327001953125,28.9327001953125,0
2024-12-18,28.97550048828125,28.97550048828125,28.97550048828125,28.97550048828125,0
2024-12-19,28.14969970703125,28.14969970703125,28.14969970703125,28.14969970703125,0
2024-12-20,27.48610107421875,27.48610107421875,27.48610107421875,27.48610107421875,0
2024-12-23,28.258798828125,28.258798828125,28.258798828125,28.258798828125,0
2024-12-24,28.1393994140625,28.1393994140625,28.1393994140625,28.1393994140625,0
2024-12-27,28.29639892578125,28.29639892578125,28.29639892578125,28.29639892578125,0
2024-12-30,28.1193994140625,28.1193994140625,28.1193994140625,28.1193994140625,0
2024-12-31,27.58949951171875,27.58949951171875,27.58949951171875,27.58949951171875,0
2025-01-02,28.06639892578125,28.06639892578125,28.06639892578125,28.06639892578125,0
